TCONS_00000001	gene-SNX18_gGal-2
TCONS_00017483	gene-FKBP14_tGut
TCONS_00017484	gene-SCRN1_tGut
TCONS_00017485	gene-SCRN1_tGut
TCONS_00017486	gene-TRIL_tGut
TCONS_00017487	gene-JAZF1_tGut
TCONS_00017488	gene-JAZF1_tGut
TCONS_00017489	gene-HIBADH_tGut
TCONS_00017490	gene-HIBADH_tGut
TCONS_00017491	gene-HOXA13_tGut
TCONS_00017492	gene-HOXA11_tGut
TCONS_00017493	gene-HOXA11_tGut
TCONS_00017494	gene-HOXA10_tGut
TCONS_00017495	gene-HOXA9_tGut
TCONS_00017496	gene-HOXA7_tGut
TCONS_00017497	gene-HOXA6_tGut
TCONS_00017499	gene-HOXA5_tGut
TCONS_00017498	gene-HOXA5_tGut
TCONS_00017500	gene-HOXA4_tGut
TCONS_00017501	gene-HOXA3_tGut
TCONS_00017502	gene-HOXA2_tGut
TCONS_00017503	gene-HOXA1_tGut
TCONS_00017504	gene-SKAP2_tGut
TCONS_00017507	gene-HNRNPA2B1_tGut
TCONS_00017508	gene-HNRNPA2B1_tGut
TCONS_00017506	gene-HNRNPA2B1_tGut
TCONS_00017505	gene-HNRNPA2B1_tGut
TCONS_00017511	gene-HNRNPA2B1_tGut
TCONS_00017512	gene-HNRNPA2B1_tGut
TCONS_00017510	gene-HNRNPA2B1_tGut
TCONS_00017509	gene-HNRNPA2B1_tGut
TCONS_00017513	gene-NPVF_tGut
TCONS_00017514	gene-CYCS_tGut
TCONS_00017515	gene-OSBPL3_tGut
TCONS_00017516	gene-OSBPL3_tGut
TCONS_00017520	gene-OSBPL3_tGut
TCONS_00017519	gene-OSBPL3_tGut
TCONS_00017518	gene-OSBPL3_tGut
TCONS_00017517	gene-OSBPL3_tGut
TCONS_00017521	gene-OSBPL3_tGut
TCONS_00017522	gene-GSDME_tGut
TCONS_00017523	gene-GSDME_tGut
TCONS_00017524	gene-GSDME_tGut
TCONS_00017525	gene-GSDME_tGut
TCONS_00017526	gene-TRA2A_tGut
TCONS_00017528	gene-IGF2BP3_tGut
TCONS_00017527	gene-IGF2BP3_tGut
TCONS_00017529	gene-IGF2BP3_tGut
TCONS_00017530	gene-FAM126A_tGut
TCONS_00017532	gene-FAM126A_tGut
TCONS_00017531	gene-FAM126A_tGut
TCONS_00017533	gene-FAM126A_tGut
TCONS_00017534	gene-TOMM7_tGut
TCONS_00017536	gene-RAPGEF5_tGut
TCONS_00017535	gene-RAPGEF5_tGut
TCONS_00017537	gene-CDCA7L_tGut
TCONS_00017538	gene-SP8_tGut
TCONS_00017539	gene-SP8_tGut
TCONS_00017541	gene-MACC1_tGut
TCONS_00017540	gene-MACC1_tGut
TCONS_00017544	gene-TMEM196_tGut
TCONS_00017543	gene-TMEM196_tGut
TCONS_00017542	gene-TMEM196_tGut
TCONS_00017549	gene-TMEM196_tGut
TCONS_00017547	gene-TMEM196_tGut
TCONS_00017548	gene-TMEM196_tGut
TCONS_00017546	gene-TMEM196_tGut
TCONS_00017545	gene-TMEM196_tGut
TCONS_00017550	gene-TMEM196_tGut
TCONS_00017551	gene-TMEM196_tGut
TCONS_00017552	gene-POLR1F_tGut
TCONS_00017553	gene-FERD3L_tGut
TCONS_00017554	gene-TWIST1_tGut
TCONS_00017556	gene-SNX13_tGut
TCONS_00017555	gene-SNX13_tGut
TCONS_00017559	gene-SNX13_tGut
TCONS_00017558	gene-SNX13_tGut
TCONS_00017557	gene-SNX13_tGut
TCONS_00017560	gene-AGR3_tGut
TCONS_00017561	gene-AGR2_tGut
TCONS_00017562	gene-ANKMY2_tGut
TCONS_00017563	gene-SOSTDC1_tGut
TCONS_00017564	gene-CRPPA_tGut
TCONS_00017565	gene-CRPPA_tGut
TCONS_00017566	gene-CRPPA_tGut
TCONS_00017567	gene-CRPPA_tGut
TCONS_00017568	gene-CRPPA_tGut
TCONS_00017569	gene-CRPPA_tGut
TCONS_00017570	gene-MEOX2_tGut
TCONS_00017571	gene-AGMO_tGut
TCONS_00017573	gene-AGMO_tGut
TCONS_00017572	gene-AGMO_tGut
TCONS_00017574	gene-DGKB_tGut
TCONS_00017575	gene-DGKB_tGut
TCONS_00017580	gene-DGKB_tGut
TCONS_00017579	gene-DGKB_tGut
TCONS_00017578	gene-DGKB_tGut
TCONS_00017577	gene-DGKB_tGut
TCONS_00017576	gene-DGKB_tGut
TCONS_00017581	gene-DGKB_tGut
TCONS_00017582	gene-ETV1_tGut
TCONS_00017583	gene-ETV1_tGut
TCONS_00017584	gene-ETV1_tGut
TCONS_00017585	gene-ETV1_tGut
TCONS_00017586	gene-VWDE_tGut
TCONS_00017587	gene-THSD7A_tGut
TCONS_00017588	gene-THSD7A_tGut
TCONS_00017590	gene-THSD7A_tGut
TCONS_00017589	gene-THSD7A_tGut
TCONS_00017591	gene-THSD7A_tGut
TCONS_00017593	gene-THSD7A_tGut
TCONS_00017592	gene-THSD7A_tGut
TCONS_00017594	gene-NDUFA4_tGut
TCONS_00017595	gene-ICA1_tGut
TCONS_00017596	gene-RPA3_tGut
TCONS_00017597	gene-COL28A1_gGal
TCONS_00017598	gene-ASNS_tGut
TCONS_00017599	gene-DLX5_tGut
TCONS_00017600	gene-SEM1_tGut
TCONS_00017603	gene-SLC25A13_tGut
TCONS_00017602	gene-SLC25A13_tGut
TCONS_00017601	gene-SLC25A13_tGut
TCONS_00017604	gene-SLC25A13_tGut
TCONS_00017605	gene-SLC25A13_tGut
TCONS_00017606	gene-SLC25A13_tGut
TCONS_00017607	gene-PDK4_tGut
TCONS_00017608	gene-PON1_gGal
TCONS_00017611	gene-SGCE_tGut
TCONS_00017612	gene-SGCE_tGut
TCONS_00017610	gene-SGCE_tGut
TCONS_00017609	gene-SGCE_tGut
TCONS_00017615	gene-SGCE_tGut
TCONS_00017617	gene-SGCE_tGut
TCONS_00017616	gene-SGCE_tGut
TCONS_00017614	gene-SGCE_tGut
TCONS_00017613	gene-SGCE_tGut
TCONS_00017622	gene-SGCE_tGut
TCONS_00017623	gene-SGCE_tGut
TCONS_00017620	gene-SGCE_tGut
TCONS_00017621	gene-SGCE_tGut
TCONS_00017619	gene-SGCE_tGut
TCONS_00017618	gene-SGCE_tGut
TCONS_00017630	gene-SGCE_tGut
TCONS_00017627	gene-SGCE_tGut
TCONS_00017628	gene-SGCE_tGut
TCONS_00017629	gene-SGCE_tGut
TCONS_00017626	gene-SGCE_tGut
TCONS_00017625	gene-SGCE_tGut
TCONS_00017624	gene-SGCE_tGut
TCONS_00017631	gene-BET1_tGut
TCONS_00017633	gene-TFPI2_tGut
TCONS_00017632	gene-TFPI2_tGut
TCONS_00017634	gene-CALCR_tGut
TCONS_00017635	gene-HEPACAM2_tGut
TCONS_00017636	gene-HEPACAM2_tGut
TCONS_00017637	gene-SAMD9L_gGal
TCONS_00017639	gene-CDK6_tGut
TCONS_00017638	gene-CDK6_tGut
TCONS_00017640	gene-FAM133B_gGal
TCONS_00017642	gene-EFCAB1_tGut
TCONS_00017641	gene-EFCAB1_tGut
TCONS_00017644	gene-PEX1_tGut
TCONS_00017643	gene-PEX1_tGut
TCONS_00017645	gene-PEX1_tGut
TCONS_00017646	gene-PEX1_tGut
TCONS_00017647	gene-KRIT1_tGut
TCONS_00017648	gene-FAM237B_tGut
TCONS_00017649	gene-STEAP4_tGut
TCONS_00017650	gene-SRI_tGut
TCONS_00017651	gene-SLC25A40_tGut
TCONS_00017655	gene-SLC25A40_tGut
TCONS_00017656	gene-SLC25A40_tGut
TCONS_00017654	gene-SLC25A40_tGut
TCONS_00017653	gene-SLC25A40_tGut
TCONS_00017652	gene-SLC25A40_tGut
TCONS_00017658	gene-ABCB1_tGut
TCONS_00017657	gene-ABCB1_tGut
TCONS_00017659	gene-ABCB1_tGut
TCONS_00017660	gene-OLAH_tGut
TCONS_00017661	gene-RPP38_tGut
TCONS_00017662	gene-PTER_tGut
TCONS_00017663	gene-VIM_tGut
TCONS_00017664	gene-STAM_tGut
TCONS_00017665	gene-MRC1_gGal
TCONS_00017666	gene-MRC1_gGal
TCONS_00017667	gene-MMR1L4_gGal
TCONS_00017668	gene-MMR1L3_gGal
TCONS_00017669	gene-LOC100219050_tGut
TCONS_00017670	gene-LOC100219050_tGut
TCONS_00017673	gene-SLC39A12_tGut
TCONS_00017674	gene-SLC39A12_tGut
TCONS_00017672	gene-SLC39A12_tGut
TCONS_00017671	gene-SLC39A12_tGut
TCONS_00017675	gene-SLC39A12_tGut
TCONS_00017678	gene-CACNB2_tGut
TCONS_00017679	gene-CACNB2_tGut
TCONS_00017677	gene-CACNB2_tGut
TCONS_00017676	gene-CACNB2_tGut
TCONS_00017681	gene-CACNB2_tGut
TCONS_00017680	gene-CACNB2_tGut
TCONS_00017684	gene-CACNB2_tGut
TCONS_00017683	gene-CACNB2_tGut
TCONS_00017682	gene-CACNB2_tGut
TCONS_00017685	gene-CACNB2_tGut
TCONS_00017686	gene-ARL5B_tGut
TCONS_00017687	gene-MALRD1_tGut
TCONS_00017688	gene-MALRD1_tGut
TCONS_00017689	gene-MALRD1_tGut
TCONS_00017690	gene-PLXDC2_tGut
TCONS_00017691	gene-PLXDC2_tGut
TCONS_00017692	gene-MLLT10_tGut
TCONS_00017693	gene-MLLT10_tGut
TCONS_00017695	gene-MLLT10_tGut
TCONS_00017694	gene-MLLT10_tGut
TCONS_00017696	gene-COMMD3_tGut
TCONS_00017697	gene-BMI1_tGut
TCONS_00017699	gene-SPAG6_tGut
TCONS_00017698	gene-SPAG6_tGut
TCONS_00017700	gene-SPAG6_tGut
TCONS_00017701	gene-SPAG6_tGut
TCONS_00017702	gene-ARMC3_tGut
TCONS_00017703	gene-ARMC3_tGut
TCONS_00017704	gene-ARMC3_tGut
TCONS_00017705	gene-PTF1A_tGut
TCONS_00017706	gene-OTUD1_tGut
TCONS_00017707	gene-KIAA1217_tGut
TCONS_00017711	gene-KIAA1217_tGut
TCONS_00017710	gene-KIAA1217_tGut
TCONS_00017709	gene-KIAA1217_tGut
TCONS_00017708	gene-KIAA1217_tGut
TCONS_00017714	gene-KIAA1217_tGut
TCONS_00017713	gene-KIAA1217_tGut
TCONS_00017712	gene-KIAA1217_tGut
TCONS_00017715	gene-KIAA1217_tGut
TCONS_00017716	gene-KIAA1217_tGut
TCONS_00017717	gene-KIAA1217_tGut
TCONS_00017719	gene-KIAA1217_tGut
TCONS_00017718	gene-KIAA1217_tGut
TCONS_00017720	gene-THNSL1_tGut
TCONS_00017721	gene-THNSL1_tGut
TCONS_00017723	gene-GPR158_tGut
TCONS_00017722	gene-GPR158_tGut
TCONS_00017724	gene-MYO3A_tGut
TCONS_00017725	gene-MYO3A_tGut
TCONS_00017726	gene-MYO3A_tGut
TCONS_00017727	gene-GAD2_tGut
TCONS_00017728	gene-APBB1IP_gGal
TCONS_00017729	gene-PDSS1_tGut
TCONS_00017730	gene-PDSS1_tGut
TCONS_00017731	gene-PDSS1_tGut
TCONS_00017732	gene-PDSS1_tGut
TCONS_00017734	gene-ACBD5_tGut
TCONS_00017733	gene-ACBD5_tGut
TCONS_00017735	gene-ACBD5_tGut
TCONS_00017736	gene-ACBD5_tGut
TCONS_00017737	gene-YME1L1_tGut
TCONS_00017738	gene-YME1L1_tGut
TCONS_00017739	gene-LOC100222288_tGut
TCONS_00017740	gene-LOC100222288_tGut
TCONS_00017741	gene-LOC100231542_tGut
TCONS_00017742	gene-LOC100231542_tGut
TCONS_00017743	gene-RAB18_tGut
TCONS_00017744	gene-WAC_tGut
TCONS_00017745	gene-WAC_tGut
TCONS_00017746	gene-WAC_tGut
TCONS_00017747	gene-BAMBI_tGut
TCONS_00017748	gene-BAMBI_tGut
TCONS_00017749	gene-MTPAP_gGal
TCONS_00017750	gene-JCAD_tGut
TCONS_00017751	gene-JCAD_tGut
TCONS_00017752	gene-JCAD_tGut
TCONS_00017753	gene-SVIL_tGut
TCONS_00017757	gene-SVIL_tGut
TCONS_00017759	gene-SVIL_tGut
TCONS_00017761	gene-SVIL_tGut
TCONS_00017763	gene-SVIL_tGut
TCONS_00017765	gene-SVIL_tGut
TCONS_00017766	gene-SVIL_tGut
TCONS_00017764	gene-SVIL_tGut
TCONS_00017762	gene-SVIL_tGut
TCONS_00017760	gene-SVIL_tGut
TCONS_00017758	gene-SVIL_tGut
TCONS_00017756	gene-SVIL_tGut
TCONS_00017755	gene-SVIL_tGut
TCONS_00017754	gene-SVIL_tGut
TCONS_00017768	gene-SVIL_tGut
TCONS_00017767	gene-SVIL_tGut
TCONS_00017769	gene-SVIL_tGut
TCONS_00017770	gene-SVIL_tGut
TCONS_00017771	gene-ZEB1_tGut
TCONS_00017772	gene-ZEB1_tGut
TCONS_00017773	gene-ZEB1_tGut
TCONS_00017774	gene-CREM_tGut
TCONS_00017775	gene-CREM_tGut
TCONS_00017776	gene-CREM_tGut
TCONS_00017777	gene-CREM_tGut
TCONS_00017779	gene-CCNY_tGut
TCONS_00017778	gene-CCNY_tGut
TCONS_00017781	gene-CCNY_tGut
TCONS_00017780	gene-CCNY_tGut
TCONS_00017782	gene-GJD4_tGut
TCONS_00017783	gene-KLF6_tGut
TCONS_00017784	gene-PITRM1_tGut
TCONS_00017785	gene-ADARB2_tGut
TCONS_00017786	gene-IDI1_tGut
TCONS_00017789	gene-LARP4B_tGut
TCONS_00017791	gene-LARP4B_tGut
TCONS_00017790	gene-LARP4B_tGut
TCONS_00017788	gene-LARP4B_tGut
TCONS_00017787	gene-LARP4B_tGut
TCONS_00017794	gene-DIP2C_tGut
TCONS_00017796	gene-DIP2C_tGut
TCONS_00017795	gene-DIP2C_tGut
TCONS_00017793	gene-DIP2C_tGut
TCONS_00017792	gene-DIP2C_tGut
TCONS_00017797	gene-DIP2C_tGut
TCONS_00017798	gene-DIP2C_tGut
TCONS_00017800	gene-VIPR2_tGut
TCONS_00017799	gene-VIPR2_tGut
TCONS_00017801	gene-VIPR2_tGut
TCONS_00017804	gene-ESYT2_tGut
TCONS_00017805	gene-ESYT2_tGut
TCONS_00017803	gene-ESYT2_tGut
TCONS_00017802	gene-ESYT2_tGut
TCONS_00017806	gene-ESYT2_tGut
TCONS_00017807	gene-NCAPG2_tGut
TCONS_00017808	gene-LMBR1_tGut
TCONS_00017809	gene-SHH_tGut
TCONS_00017810	gene-PAXIP1_tGut
TCONS_00017811	gene-XRCC2_tGut
TCONS_00017812	gene-PRKAG2_tGut
TCONS_00017813	gene-PRKAG2_tGut
TCONS_00017814	gene-PRKAG2_tGut
TCONS_00017815	gene-PRKAG2_tGut
TCONS_00017816	gene-PRKAG2_tGut
TCONS_00017818	gene-RHEB_tGut-2
TCONS_00017817	gene-RHEB_tGut-2
TCONS_00017819	gene-CRYGN_tGut
TCONS_00017820	gene-CRYGN_tGut
TCONS_00017821	gene-CRYGN_tGut
TCONS_00017822	gene-CRYGN_tGut
TCONS_00017823	gene-WDR86_tGut
TCONS_00017824	gene-WDR86_tGut
TCONS_00017825	gene-XYLB_tGut
TCONS_00017826	gene-XYLB_tGut
TCONS_00017827	gene-XYLB_tGut
TCONS_00017828	gene-XYLB_tGut
TCONS_00017829	gene-ACVR2B_tGut
TCONS_00017830	gene-EXOG_tGut
TCONS_00017831	gene-WDR48_tGut
TCONS_00017832	gene-XIRP1_tGut
TCONS_00017833	gene-XIRP1_tGut
TCONS_00017834	gene-SLC22A13_gGal-like-1
TCONS_00017835	gene-SLC22A13L_gGal-like-2
TCONS_00017836	gene-LOC100226503_tGut
TCONS_00017837	gene-LOC100226503_tGut
TCONS_00017839	gene-ACAA1_tGut
TCONS_00017838	gene-ACAA1_tGut
TCONS_00017841	gene-PLCD1_tGut
TCONS_00017840	gene-PLCD1_tGut
TCONS_00017843	gene-PLCD1_tGut
TCONS_00017842	gene-PLCD1_tGut
TCONS_00017844	gene-PLCD1_tGut
TCONS_00017845	gene-GARS1_tGut
TCONS_00017846	gene-GARS1_tGut
TCONS_00017847	gene-GARS1_tGut
TCONS_00017848	gene-MINDY4_tGut
TCONS_00017849	gene-MINDY4_tGut
TCONS_00017852	gene-MINDY4_tGut
TCONS_00017851	gene-MINDY4_tGut
TCONS_00017850	gene-MINDY4_tGut
TCONS_00017855	gene-MINDY4_tGut
TCONS_00017854	gene-MINDY4_tGut
TCONS_00017853	gene-MINDY4_tGut
TCONS_00017856	gene-MINDY4_tGut
TCONS_00017857	gene-MINDY4_tGut
TCONS_00017858	gene-MINDY4_tGut
TCONS_00017861	gene-MINDY4_tGut
TCONS_00017862	gene-MINDY4_tGut
TCONS_00017860	gene-MINDY4_tGut
TCONS_00017859	gene-MINDY4_tGut
TCONS_00017864	gene-MINDY4_tGut
TCONS_00017863	gene-MINDY4_tGut
TCONS_00017865	gene-AQP1_tGut
TCONS_00017867	gene-GHRHR_tGut
TCONS_00017866	gene-GHRHR_tGut
TCONS_00017870	gene-ADCYAP1R1_tGut
TCONS_00017872	gene-ADCYAP1R1_tGut
TCONS_00017871	gene-ADCYAP1R1_tGut
TCONS_00017869	gene-ADCYAP1R1_tGut
TCONS_00017868	gene-ADCYAP1R1_tGut
TCONS_00017876	gene-ADCYAP1R1_tGut
TCONS_00017875	gene-ADCYAP1R1_tGut
TCONS_00017874	gene-ADCYAP1R1_tGut
TCONS_00017873	gene-ADCYAP1R1_tGut
TCONS_00017877	gene-VIPR1_tGut
TCONS_00017878	gene-VIPR1_tGut
TCONS_00017879	gene-VIPR1_tGut
TCONS_00017881	gene-NKTR_tGut
TCONS_00017880	gene-NKTR_tGut
TCONS_00017882	gene-ZBTB47_tGut
TCONS_00017883	gene-ACKR2_tGut
TCONS_00017884	gene-CYP8B1_gGal
TCONS_00017885	gene-MRPL55_tGut-3
TCONS_00017886	gene-C2H1orf35_tGut
TCONS_00017887	gene-WNT9A_tGut
TCONS_00017888	gene-JMJD4_tGut
TCONS_00017889	gene-TMIE_tGut
TCONS_00017890	gene-MYL3_tGut
TCONS_00017891	gene-MYL3_tGut
TCONS_00017893	gene-CHDSD_gGal
TCONS_00017892	gene-CHDSD_gGal
TCONS_00017894	gene-TNFRSF14_gGal
TCONS_00017896	gene-KLHL18_tGut
TCONS_00017895	gene-KLHL18_tGut
TCONS_00017898	gene-KLHL18_tGut
TCONS_00017897	gene-KLHL18_tGut
TCONS_00017900	gene-KLHL18_tGut
TCONS_00017899	gene-KLHL18_tGut
TCONS_00017901	gene-KLHL18_tGut
TCONS_00017902	gene-KLHL18_tGut
TCONS_00017903	gene-LOC115494112_tGut-like-2
TCONS_00017904	gene-CATH3_gGal-like-1
TCONS_00017905	gene-CATH2_gGal-like-3
TCONS_00017906	gene-ZNF212_gGal
TCONS_00017907	gene-ZNF212_gGal
TCONS_00017909	gene-ZNF767_gGal
TCONS_00017908	gene-ZNF767_gGal
TCONS_00017911	gene-ZNF767_gGal
TCONS_00017910	gene-ZNF767_gGal
TCONS_00017912	gene-LOC100224667_tGut
TCONS_00017913	gene-LOC100224667_tGut
TCONS_00017914	gene-LOC100218887_tGut
TCONS_00017915	gene-CDC25A_tGut
TCONS_00017918	gene-MAP4_tGut
TCONS_00017917	gene-MAP4_tGut
TCONS_00017916	gene-MAP4_tGut
TCONS_00017923	gene-MAP4_tGut
TCONS_00017921	gene-MAP4_tGut
TCONS_00017922	gene-MAP4_tGut
TCONS_00017920	gene-MAP4_tGut
TCONS_00017919	gene-MAP4_tGut
TCONS_00017926	gene-MAP4_tGut
TCONS_00017925	gene-MAP4_tGut
TCONS_00017924	gene-MAP4_tGut
TCONS_00017928	gene-SMARCC1_tGut
TCONS_00017927	gene-SMARCC1_tGut
TCONS_00017929	gene-CSPG5_tGut-2
TCONS_00017930	gene-CSPG5_tGut-2
TCONS_00017931	gene-ELP6_tGut-2
TCONS_00017934	gene-SCAP_gGal
TCONS_00017935	gene-SCAP_gGal
TCONS_00017933	gene-SCAP_gGal
TCONS_00017932	gene-SCAP_gGal
TCONS_00017936	gene-CCM2_tGut
TCONS_00017937	gene-CCM2_tGut
TCONS_00017938	gene-CUNH2orf68_gGal-like-9
TCONS_00017939	gene-LOC107050011_gGal-3
TCONS_00017941	gene-ZNF467_gGal
TCONS_00017940	gene-ZNF467_gGal
TCONS_00017943	gene-LOC115494072_tGut
TCONS_00017944	gene-LOC115494072_tGut
TCONS_00017942	gene-LRRC61_tGut-like-8
TCONS_00017945	gene-LOC115494107_tGut-1
TCONS_00017946	gene-AOC1_tGut
TCONS_00017947	gene-NOS3_tGut
TCONS_00017948	gene-NOS3_tGut
TCONS_00017949	gene-ABCB8_tGut-1
TCONS_00017950	gene-ABCB8_tGut-1
TCONS_00017951	gene-AGAP3_tGut
TCONS_00017952	gene-CHPF2_tGut
TCONS_00017954	gene-SMARCD3_tGut-1
TCONS_00017953	gene-SMARCD3_tGut-1
TCONS_00017958	gene-SMARCD3_tGut-1
TCONS_00017957	gene-SMARCD3_tGut-1
TCONS_00017956	gene-SMARCD3_tGut-1
TCONS_00017955	gene-SMARCD3_tGut-1
TCONS_00017959	gene-SMARCD3_tGut-1
TCONS_00017960	gene-THUMPD2_tGut
TCONS_00017961	gene-THUMPD2_tGut
TCONS_00017962	gene-THUMPD2_tGut
TCONS_00017963	gene-FAM83H_tGut
TCONS_00017964	gene-SCRIB_tGut
TCONS_00017968	gene-SCRIB_tGut
TCONS_00017970	gene-SCRIB_tGut
TCONS_00017972	gene-SCRIB_tGut
TCONS_00017974	gene-SCRIB_tGut
TCONS_00017976	gene-SCRIB_tGut
TCONS_00017978	gene-SCRIB_tGut
TCONS_00017980	gene-SCRIB_tGut
TCONS_00017982	gene-SCRIB_tGut
TCONS_00017984	gene-SCRIB_tGut
TCONS_00017986	gene-SCRIB_tGut
TCONS_00017988	gene-SCRIB_tGut
TCONS_00017990	gene-SCRIB_tGut
TCONS_00017992	gene-SCRIB_tGut
TCONS_00017994	gene-SCRIB_tGut
TCONS_00017996	gene-SCRIB_tGut
TCONS_00017998	gene-SCRIB_tGut
TCONS_00018000	gene-SCRIB_tGut
TCONS_00018002	gene-SCRIB_tGut
TCONS_00018004	gene-SCRIB_tGut
TCONS_00018006	gene-SCRIB_tGut
TCONS_00018008	gene-SCRIB_tGut
TCONS_00018010	gene-SCRIB_tGut
TCONS_00018011	gene-SCRIB_tGut
TCONS_00018009	gene-SCRIB_tGut
TCONS_00018007	gene-SCRIB_tGut
TCONS_00018005	gene-SCRIB_tGut
TCONS_00018003	gene-SCRIB_tGut
TCONS_00018001	gene-SCRIB_tGut
TCONS_00017999	gene-SCRIB_tGut
TCONS_00017997	gene-SCRIB_tGut
TCONS_00017995	gene-SCRIB_tGut
TCONS_00017993	gene-SCRIB_tGut
TCONS_00017991	gene-SCRIB_tGut
TCONS_00017989	gene-SCRIB_tGut
TCONS_00017987	gene-SCRIB_tGut
TCONS_00017985	gene-SCRIB_tGut
TCONS_00017983	gene-SCRIB_tGut
TCONS_00017981	gene-SCRIB_tGut
TCONS_00017979	gene-SCRIB_tGut
TCONS_00017977	gene-SCRIB_tGut
TCONS_00017975	gene-SCRIB_tGut
TCONS_00017973	gene-SCRIB_tGut
TCONS_00017971	gene-SCRIB_tGut
TCONS_00017969	gene-SCRIB_tGut
TCONS_00017967	gene-SCRIB_tGut
TCONS_00017966	gene-SCRIB_tGut
TCONS_00017965	gene-SCRIB_tGut
TCONS_00018013	gene-SCRIB_tGut
TCONS_00018012	gene-SCRIB_tGut
TCONS_00018014	gene-PUF60_tGut
TCONS_00018016	gene-PUF60_tGut
TCONS_00018015	gene-PUF60_tGut
TCONS_00018018	gene-PUF60_tGut
TCONS_00018017	gene-PUF60_tGut
TCONS_00018020	gene-NRBP2_tGut-2
TCONS_00018019	gene-NRBP2_tGut-2
TCONS_00018021	gene-NRBP2_tGut-2
TCONS_00018023	gene-NRBP2_tGut-2
TCONS_00018022	gene-NRBP2_tGut-2
TCONS_00018024	gene-LOC101747554_gGal
TCONS_00018025	gene-LOC107050437_gGal
TCONS_00018026	gene-PLEC_tGut
TCONS_00018027	gene-ART7B_gGal
TCONS_00018028	gene-SHARPIN_tGut-like-1
TCONS_00018029	gene-LOC124417357_gGal-like-5
TCONS_00018030	gene-GPAA1_tGut-like-3
TCONS_00018031	gene-DHDH_gGal-like-14
TCONS_00018032	gene-SCX_gGal
TCONS_00018035	gene-MROH1_tGut-like-1
TCONS_00018034	gene-MROH1_tGut-like-1
TCONS_00018033	gene-MROH1_tGut-like-1
TCONS_00018036	gene-MROH1_tGut-like-1
TCONS_00018037	gene-MROH1_tGut-like-1
TCONS_00018038	gene-MROH1_tGut-like-1
TCONS_00018039	gene-RECQL4_tGut
TCONS_00018040	gene-C2H8orf82_tGut
TCONS_00018041	gene-LRRC14_tGut-1
TCONS_00018043	gene-ARHGAP39_tGut
TCONS_00018042	gene-ARHGAP39_tGut
TCONS_00018044	gene-ARHGAP39_tGut
TCONS_00018045	gene-LOC121468051_tGut-like-26
TCONS_00018046	gene-LOC121468051_tGut-like-26
TCONS_00018047	gene-LOC121469308_tGut-like-6
TCONS_00018048	gene-LOC121469308_tGut-like-6
TCONS_00018049	gene-LOC121469385_tGut-like-7
TCONS_00018050	gene-LOC121469308_tGut-like-4
TCONS_00018051	gene-LOC121469385_tGut-like-10
TCONS_00018052	gene-LOC100218725_tGut-like-2
TCONS_00018053	gene-TIGD5_tGut
TCONS_00018054	gene-LOC101232977_tGut
TCONS_00018055	gene-LOC115494036_tGut
TCONS_00018057	gene-RHPN1_tGut
TCONS_00018056	gene-RHPN1_tGut
TCONS_00018058	gene-LOC115494024_tGut
TCONS_00018059	gene-GPIHBP1_gGal
TCONS_00018060	gene-ADGRB1_tGut
TCONS_00018064	gene-ADGRB1_tGut
TCONS_00018063	gene-ADGRB1_tGut
TCONS_00018062	gene-ADGRB1_tGut
TCONS_00018061	gene-ADGRB1_tGut
TCONS_00018066	gene-ADGRB1_tGut
TCONS_00018065	gene-ADGRB1_tGut
TCONS_00018067	gene-DENND3_tGut
TCONS_00018068	gene-RPLP1_tGut
TCONS_00018069	gene-CHRAC1_tGut
TCONS_00018071	gene-KHDRBS3_tGut
TCONS_00018070	gene-KHDRBS3_tGut
TCONS_00018072	gene-CCN4_tGut
TCONS_00018073	gene-CCN4_tGut
TCONS_00018074	gene-TG_tGut
TCONS_00018075	gene-TG_tGut
TCONS_00018078	gene-PHF20L1_tGut
TCONS_00018080	gene-PHF20L1_tGut
TCONS_00018082	gene-PHF20L1_tGut
TCONS_00018084	gene-PHF20L1_tGut
TCONS_00018086	gene-PHF20L1_tGut
TCONS_00018088	gene-PHF20L1_tGut
TCONS_00018087	gene-PHF20L1_tGut
TCONS_00018085	gene-PHF20L1_tGut
TCONS_00018083	gene-PHF20L1_tGut
TCONS_00018081	gene-PHF20L1_tGut
TCONS_00018079	gene-PHF20L1_tGut
TCONS_00018077	gene-PHF20L1_tGut
TCONS_00018076	gene-PHF20L1_tGut
TCONS_00018089	gene-EFR3A_tGut
TCONS_00018090	gene-EFR3A_tGut
TCONS_00018091	gene-EFR3A_tGut
TCONS_00018092	gene-EFR3A_tGut
TCONS_00018093	gene-EFR3A_tGut
TCONS_00018094	gene-EFR3A_tGut
TCONS_00018095	gene-MYC_tGut
TCONS_00018096	gene-TRIB1_tGut
TCONS_00018097	gene-NSMCE2_gGal
TCONS_00018098	gene-SQLE_tGut
TCONS_00018099	gene-NDUFB9_tGut
TCONS_00018100	gene-RNF139_tGut
TCONS_00018101	gene-FER1L6_tGut
TCONS_00018103	gene-FER1L6_tGut
TCONS_00018102	gene-FER1L6_tGut
TCONS_00018104	gene-FER1L6_tGut
TCONS_00018105	gene-FAM91A1_tGut
TCONS_00018106	gene-FAM91A1_tGut
TCONS_00018107	gene-NTAQ1_tGut
TCONS_00018108	gene-NTAQ1_tGut
TCONS_00018109	gene-NTAQ1_tGut
